Publish time,Description,Reach,Likes,Comments,Shares,Saved,Media URL,Permalink,EngagementRate
2021-11-04T21:28:01+0000,"Ready to get away from it all for a weekend? Come visit us at the New York Botanical Garden and celebrate some Shakespeare! Guaranteed to be a beautiful feast for the eyes, ears, and mind.

#hid #nybg #sonnetstroll #newyorkbotanicalgarden #shakespeare",21,30.0,0.0,0.0,1.0,https://scontent-lga3-3.cdninstagram.com/v/t51.29350-15/252470240_827767477891494_1855400010854762156_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=MX2yRMMWzOEQ7kNvwHxhTIy&_nc_oc=Adk3cgT6Wox-knejqr8PC3NTbu_54trraeORKmB6ohQUKb6tyBBlS3wop7sFX_viaeQ&_nc_zt=23&_nc_ht=scontent-lga3-3.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&oh=00_Afjvs2SMMSZHdfYfzhae6AVkFn_92xFXniBDPMFQIOADWA&oe=69101359,https://www.instagram.com/p/CV3nfMkvM7O/,100.0
2021-11-14T14:34:05+0000,"Last chance to catch the fanciest fools in the forest. HID’s Sonnet Stroll enchants the Thain Family Forest at the New York Botanical Garden from 12 - 3 today. Join us and become a part of the magic!

#sonnet #poet #actor #shakespeare #nybg #garden #forest #poetry #livetheatre",22,57.0,1.0,0.0,0.0,https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/256708618_1050588529009674_4575906176918728345_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=CNcZQnaQ8dAQ7kNvwHP2CQ-&_nc_oc=AdnjCx6G_yDBwfZQJhkyHQP6Gz24pbzpyq-dE6m0XbZ-qObPWtJJUDdfSGUx4Pwx2yc&_nc_zt=23&_nc_ht=scontent-lga3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&oh=00_AfjWfsXTZzjsVYxYVHIe0e_pxD2t3SnWhl1qeXIFyGHdyQ&oe=691030F4,https://www.instagram.com/p/CWQoEMwLIy8/,100.0
2020-11-16T21:29:03+0000,"David Andrew Laws here, Artistic Director of Hamlet Isn’t Dead and fellow Great British Bake Off enthusiast.

The HID community has been so lucky this year in so many ways. We’ve increased our administration, expanded our Resident Acting Company, and found new and inventive ways to bring quality HIDiocy to our online community. We have also had, as has the entire world, our share of setbacks (to put it lightly). 

As we continue to navigate this season, we’re feeling the burn, and we know you are too. The spirit is willing, but the bandwidth is finite, as it were. As such, we will be postponing our main stage productions for the foreseeable future. The plan is for these to return once we are able to perform them live, whether that happens as a result of theatrical spaces reopening safely or once the weather warms up and circumstances permit outdoor performances. 

We will continue to produce as much online content as we can. Our Contemporaries of Color series continues in late January with a piece based on Phillis Wheatley’s Poems on Various Subjects, Religious and Moral, and in February with the Turkish shadow puppetry play Kanli Kavak (The Bloody Poplar). We will also continue meeting with the HIDRAC, and they’ll be bringing you light and love on our channel and through their interactions with other companies and each other. 

The arts always needs your support, whether you’re an active participant in a community or a long-distance admirer, and obviously that need now is more than ever. We hope you’re able to continue your support of us and our work as we offer pay-what-you-can ticketing for these next events and work to find the best way to bring you our signature brand of joyful, immediate theatre with as few compromises as possible. 

This holiday season will be uniquely difficult, so know that we will still be here, providing joy and distraction via our social media, looking back at seasons past, and looking forward to a brighter future. Stay safe, stay sane, and we look forward to reveling with you as we wind our way through the rest of the Shakespearean canon as soon as we can celebrate doing so together. 

Best,
David Andrew Laws
and the HID staff",12,48.0,2.0,0.0,0.0,https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/125467862_364951554597766_8002878128669001551_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=GexKNnwsET4Q7kNvwFbDX9d&_nc_oc=AdkxBiRXkvwlbrOco4RJFkMGbdhiT7cyVixAonjKNBOiG_XHuRda00S7KLnwl0VxpBU&_nc_zt=23&_nc_ht=scontent-lga3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&oh=00_AfgNIU2i3kZZDOKoB7Aty4EBXiMhGc1UQ8JwH7jsSRfDkA&oe=69100432,https://www.instagram.com/p/CHqq_4Hjo8B/,100.0
2021-01-09T22:58:24+0000,"We're so excited to invite you all to the second work in our Contemporaries of Color series: ""Words on the Water: a Celebration of Phillis Wheatley"" (ticket link in our bio)!

Hamlet Isn't Dead partners with guest director & deviser DeMone Seraphin to create this unique online performance. Based on her book, Poems on Various Subjects, Religious and Moral, this piece explores the important work and life of America's first Black poet.

Enjoy music, atmosphere, and a story too-rarely told with Words on the Water, a two-nights-only event.
.
.
.
.
.
.
.
.
.
.
#HamletIsntDead #theater #PhillisWheatley #onlinetheater #digitaltheater #poetry #poetryreading #theatre #theatrelife #theaters #theatershow #onlinetheater #digitaltheater #onlineevent #events #actor #acting #actors #actorslife #nytheater #newyorkshakespeare #newyorkcitylife",17,21.0,0.0,0.0,2.0,https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/136428056_822935695222274_5774173260658038750_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=vHH0Li6rSlEQ7kNvwHNtDZf&_nc_oc=Admo2SgcY_IG5lkxYQLTYuCbQYX6WRiWmPp0OHkqVt8zTA-yueIaqCOjBqgDU61eLX8&_nc_zt=23&_nc_ht=scontent-lga3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&oh=00_AfjJZon9O6juPzlW8KXqEq-Q_zkLVTxOYEwYvsmtUrAH4Q&oe=69101F4C,https://www.instagram.com/p/CJ14JiJDOFN/,100.0
2021-03-18T23:01:10+0000,"🦏 Alert: Puppet in Action! 🦏

Opening night is fast approaching (next Friday!), so make sure to book your ticket while they're hot! They're Pay-What-You-Will, and we can't wait for you to see Karagoz and his cast-mates in action. 

TIX: https://www.eventbrite.com/e/hid-presents-dream-of-hamlet-tickets-142709854015?fbclid=IwAR3TW25Iyln70KSf2nnpctfmX6eeJ1-B9BuHmmhl3Z7c3Zeyy6chA26elbs

U.S. Karagoz Theatre Company

.
.
.
.
.
.
.
.
.
#HamletIsntDead #HIDiots #theater #Karagoz #Hamlet #DreamofHamlet #Shakespeare #nyshakespeare #onlinetheater #onlineevent #puppetry #shadowpuppets #shadowpuppetry #Turkey #turkish #turkishdrama #puppet",11,27.0,2.0,0.0,0.0,https://scontent-lga3-3.cdninstagram.com/o1/v/t2/f2/m86/AQOFUa68j2VQDBFg-fqNCox7Xq1EIarZ5fXgFiqMdpXMwLiHIlSqNrqBpL6eDKEemlof7pVlS2123xbpV-Tangj1oMc92Dw_QxfhF9U.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_ohc=TkFbSlqbA-EQ7kNvwGjuPpC&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA1NjU3MTM4MjI0MTQ4MCwiYXNzZXRfYWdlX2RheXMiOjE2OTEsInZpX3VzZWNhc2VfaWQiOjEwMTAxLCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=49bf9a4c28dc183c&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CODRDMTY2NDVGNTM4OUZDNkEwNENDNUQ0MzM1NzJBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSDVIWnh1dkI3OWsyX0VRQU5SMkdIeGpZVm9lYnBrd0FBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmkOPYnsa84AMVAigCQzMsF0A-AAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XqnQEA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&edm=AM6HXa8EAAAA&_nc_zt=28&oh=00_Afio8RUFC_mamqcZfz56eORQ50vqqrdHD_195T5LDQYXHg&oe=690C26D7,https://www.instagram.com/reel/CMk-fYoj_8H/,100.0
2021-03-21T20:47:44+0000,"HAPPY NATIONAL PUPPET DAY! 

It's been a phenomenal experience learning about the art of Karagöz shadow puppetry from our director @ayhanhulaguofficial , founder of the @karagoztheatrecompany . 

We can hardly believe that the show is opening this week! Come celebrate our first foray into puppetry along with us this Friday and Saturday.

TIX: https://www.eventbrite.com/e/hid-presents-dream-of-hamlet-tickets-142709854015
.
.
.
.
.
.
.
.
.
#NationalPuppetDay #HamletIsntDead #HIDiots #theater #Karagoz #Hamlet #DreamofHamlet #Shakespeare #nyshakespeare #OnlineTheater #OnlineEvent #puppetry #ShadowPuppets #ShadowPuppetry #Turkey #Turkish #turkishdrama #puppet",22,27.0,1.0,0.0,1.0,https://scontent-lga3-2.cdninstagram.com/o1/v/t2/f2/m86/AQOc1XTCiMyo-3xCdf1_t5XaG9ozQLE-atYQKkmfPcATjOlUZEKxj4zmPdqEJh0Js7IbFX3bHQlEZWCQRma_xJbLx4wGtmcZt6AfCVY.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=m-BrsWMvyLsQ7kNvwHZTCiA&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTAxOTQwNjk4MTc5ODQ1MiwiYXNzZXRfYWdlX2RheXMiOjE2ODgsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo2LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=83adc443b395ec63&_nc_vs=HBkcFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81ODQxQUFERDMzQzdGRjdBQTBCRDQ5RTIzMzYyNkE5Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm6OjA8KXJzwMVAigCQzMsF0AYAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&edm=AM6HXa8EAAAA&_nc_zt=28&oh=00_AfiQ-VkRP04hkhbPKFzZv-e7ZG7w2_95wV_l85PtU2Hp1Q&oe=690C250C,https://www.instagram.com/reel/CMsdnoZDW8F/,100.0
2021-03-24T23:27:50+0000,"These beautiful puppets will be streamed from the wonderful Center at West Park right to your living rooms - totally LIVE in just TWO DAYS!

It's a theatrical experience you won't want to miss, so join HID and the U.S. Karagoz Theatre Company for Hamlet like you've never seen it before.

Reserve a Ticket (pay what you can!) in our bio
.
.
.
.
.
.
.
.
.
#NationalPuppetDay #HamletIsntDead #HIDiots #theater #Karagoz #Hamlet #DreamofHamlet #Shakespeare #nyshakespeare #OnlineTheater #OnlineEvent #puppetry #ShadowPuppets #ShadowPuppetry #Turkey #Turkish #turkishdrama #puppet",15,33.0,0.0,0.0,2.0,https://scontent-lga3-3.cdninstagram.com/o1/v/t16/f2/m84/AQNQzKrRRSgRGUtE_AVxCFTx1kKyBKWPjYadxJ58QPgVhtKiVQ9ml-iSgDq_o0ELkx-QpAajR2jInaFmTSm5lAOhXi-j5mhY4YfrWQs.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_ohc=s9YUDs4A6f8Q7kNvwHGXWmF&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjo2NzcwOTAyODE2NTAwOTUsImFzc2V0X2FnZV9kYXlzIjoxNjg1LCJ2aV91c2VjYXNlX2lkIjoxMDE0NiwiZHVyYXRpb25fcyI6NiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=52dfdfa1d89ac1b9&_nc_vs=HBkcFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC80OTRGM0E5NUY4MTM4RDE1MURFM0NGMUUzMzcxRUI4NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm3t6_2-vzswIVAigCQzMsF0AYAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XEngEA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&edm=AM6HXa8EAAAA&_nc_zt=28&oh=00_AfiAbg34FzN-P8zQT4Oa8pnGO4xL_0pz-wZQAOLrMSoa3w&oe=690C1886,https://www.instagram.com/p/CM0eRLEDFgY/,100.0
2021-03-25T20:23:26+0000,"A peek behind the screen...

Our collaboration with @karagoztheatrecompany opens tomorrow and we can hardly believe it! 

Don't worry, it's not too late to book your ticket.

Available (by donation) in our bio!

.
.
.
.
.
#HamletIsntDead #HIDiots #theater #Karagoz #Hamlet #DreamofHamlet #Shakespeare #nyshakespeare #OnlineTheater #OnlineEvent #puppetry #ShadowPuppets #ShadowPuppetry #Turkey #Turkish #turkishdrama #puppet",17,114.0,1.0,0.0,6.0,https://scontent-lga3-1.cdninstagram.com/o1/v/t2/f2/m86/AQN0JxOUkDkOu1VOOBKNiUh4ga42_BHN-vfP70EUMhJxrx9sF2s9vc2Cg25_npdNoCy55FRhhY6Bei8PoIbx6_7YwrQK3Xe_88UIMLo.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_ohc=UagM_1ueKkQQ7kNvwENmDdk&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NTE0MTAwNDI4MDUzNzg2LCJhc3NldF9hZ2VfZGF5cyI6MTY4NCwidmlfdXNlY2FzZV9pZCI6MTAxMDEsImR1cmF0aW9uX3MiOjE0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=5601be7131c5489a&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84NTQ5NzVEOEVEQkE3MTUzNjQ4RjA4REY5MDg2MjBCRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSjl0aXh2WkdLWnR5a3dFQUE5dWxHXzZRMUZlYnBrd0FBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmtPSk1srk6QEVAigCQzMsF0AsRBiTdLxqGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XqnQEA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&edm=AM6HXa8EAAAA&_nc_zt=28&oh=00_Afg1XLFVhrt2uWGATlc2nVn5BmNWj0vH1S7bt62jeXkQrQ&oe=690C2AD4,https://www.instagram.com/reel/CM2uA2GDkfN/,100.0
2021-05-03T20:35:50+0000,"Exciting news coming soon from the people (and puppets) of team HID!

In the meantime, sweet ""dreams""...
.
.
.
.
.
#DreamofHamlet #HamletIsntDead #HIDiots #nyshakespeare #puppetry #Turkish #Turkishtheatre #shakespeare #Hamlet",17,44.0,0.0,0.0,4.0,https://scontent-lga3-2.cdninstagram.com/o1/v/t2/f2/m86/AQOygouBFTgC8D8x2u4HuX7XcR1QIZMjp9otQ8yoeZy-MqPN_F2zCkLxeIj5a_5hXoyaiW_3BFb22-dfMTGNlfr-cd0Y1Mh7PGiSaHo.mp4?_nc_cat=101&_nc_sid=5e9851&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=66N0PjMlHZkQ7kNvwGbWZTC&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA1NzM3MjUxNTg0NDI5NywiYXNzZXRfYWdlX2RheXMiOjE2NDUsInZpX3VzZWNhc2VfaWQiOjEwMTAxLCJkdXJhdGlvbl9zIjoxMywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=658955feca672c94&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81RDQ2MTc4ODlGMjlGMTZDMzEwN0U5NjlCQzczQTY5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSVc1aWh2VUxuMnFRSnNCQUJNcTRCanJZY0JEYnBrd0FBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmkoOek5fr4AMVAigCQzMsF0AqmZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XqnQEA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&edm=AM6HXa8EAAAA&_nc_zt=28&oh=00_AfjgUG55HiV4fTNlVwSQXLrQy8eEw2HVE7ySjCnro-LwoQ&oe=690C3B22,https://www.instagram.com/reel/CObKbhSDNux/,100.0
2023-06-26T17:37:15+0000,"We are thrilled to announce our upcoming season at @centeratwestpark! Hope to see you there as we take on these larger than life shows in our #HIDiot style. Audition info and applications for creative team will be up soon so keep an eye out for those! 👀 Until then, get yourselves ready for another fantastic year of #HIDiocy!
.
.
.
#GrassrootsTheatre #NYCShakespeare #OffOffBroadway #AntonyandCleo #Othello #NewSeason #10thSeason #HamletIsntDead #Showtime #StayTuned",65,94.0,0.0,0.0,4.0,https://scontent-lga3-3.cdninstagram.com/v/t51.29350-15/356410355_1097991131158368_7177033296340404696_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=MUQ-YMWCODsQ7kNvwHg8DF9&_nc_oc=Adm6bFF0mtm9oCFTcZNgHqnxvWB0nvpebOsNsIg5lLPKltwsHs4pGd-tdkfNcyRHklI&_nc_zt=23&_nc_ht=scontent-lga3-3.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=PiuPX5Laj15EMkLV0Pn8MA&oh=00_AfgX3QO-LuQ10QeHfjSet-pFFele3tCusEzvkZ-FXoeQLg&oe=6910212C,https://www.instagram.com/p/Ct9lPIYuflk/,100.0
